 MHD solution=         1143
 xi=   0.10493800000000000     
 ep=  0.10000000000000001     
 alpha_m=   1.0000000000000000     
 alpha_v=  0.12388620000000000     
 chi_m=   1.0000000000000000     
 mu=   1.5347800000000000E-002
 p= Rm.ep=   3.0046800000000005     
 q=   11.550420000000001     
 ms=  0.37223850000000003     
 delta_o=  0.98526389999999997     
  ur > 0  from i=          260      y_h=  0.25801000000000002     
 idealMHD from i=          289      y_id=  0.28700999999999999     
 super-SM from i=          363      y_SM=  0.31961000000000001     
 super-A  from i=          619      y_A=  0.57950999999999997     
 super-FM from i=         1467      y_FM=   10996.420000000000     
 Total number of points N=         1467
 0.0000000E+00 0.9004565E+02 0.1000000E+01 0.1214275E+19 -.1110015E+01 0.2938057E+02 0.0000000E+00 0.5380000E+03 -.0000000E+00 0.0000000E+00 0.1864039E+03 -.1003540E+04
 0.1000000E-04 0.9004508E+02 0.1000000E+01 0.1214275E+19 -.1110015E+01 0.2938057E+02 -.9935324E-05 0.5380000E+03 0.5377617E-01 -.2153044E+00 0.1864039E+03 -.1003540E+04
 0.1010000E-02 0.8998775E+02 0.1000015E+01 0.1214061E+19 -.1110131E+01 0.2938052E+02 -.1003570E-02 0.5380081E+03 0.5431772E+01 -.2174538E+02 0.1864072E+03 -.1003462E+04
 0.2010000E-02 0.8993043E+02 0.1000058E+01 0.1213426E+19 -.1110474E+01 0.2938038E+02 -.1997789E-02 0.5380312E+03 0.1081195E+02 -.4327336E+02 0.1864170E+03 -.1003231E+04
 0.3010000E-02 0.8987310E+02 0.1000131E+01 0.1212369E+19 -.1111043E+01 0.2938015E+02 -.2993165E-02 0.5380705E+03 0.1619645E+02 -.6479719E+02 0.1864331E+03 -.1002849E+04
 0.4010000E-02 0.8981578E+02 0.1000232E+01 0.1210893E+19 -.1111839E+01 0.2937982E+02 -.3990269E-02 0.5381248E+03 0.2158740E+02 -.8631480E+02 0.1864558E+03 -.1002315E+04
 0.5010000E-02 0.8975845E+02 0.1000362E+01 0.1208997E+19 -.1112861E+01 0.2937940E+02 -.4989684E-02 0.5381948E+03 0.2698701E+02 -.1078240E+03 0.1864849E+03 -.1001631E+04
 0.6010000E-02 0.8970113E+02 0.1000522E+01 0.1206684E+19 -.1114110E+01 0.2937889E+02 -.5991965E-02 0.5382808E+03 0.3239742E+02 -.1293228E+03 0.1865206E+03 -.1000798E+04
 0.7010000E-02 0.8964381E+02 0.1000711E+01 0.1203954E+19 -.1115583E+01 0.2937828E+02 -.6997687E-02 0.5383820E+03 0.3782079E+02 -.1508089E+03 0.1865629E+03 -.9998205E+03
 0.8010000E-02 0.8958649E+02 0.1000928E+01 0.1200809E+19 -.1117280E+01 0.2937758E+02 -.8007403E-02 0.5384993E+03 0.4325928E+02 -.1722802E+03 0.1866117E+03 -.9986990E+03
 0.9010000E-02 0.8952917E+02 0.1001175E+01 0.1197251E+19 -.1119199E+01 0.2937677E+02 -.9021663E-02 0.5386322E+03 0.4871510E+02 -.1937343E+03 0.1866672E+03 -.9974380E+03
 0.1001000E-01 0.8947185E+02 0.1001452E+01 0.1193282E+19 -.1121342E+01 0.2937587E+02 -.1004101E-01 0.5387812E+03 0.5419041E+02 -.2151689E+03 0.1867295E+03 -.9960388E+03
 0.1101000E-01 0.8941453E+02 0.1001758E+01 0.1188904E+19 -.1123704E+01 0.2937487E+02 -.1106599E-01 0.5389458E+03 0.5968743E+02 -.2365816E+03 0.1867985E+03 -.9945069E+03
 0.1201000E-01 0.8935721E+02 0.1002095E+01 0.1184121E+19 -.1126285E+01 0.2937377E+02 -.1209712E-01 0.5391271E+03 0.6520838E+02 -.2579697E+03 0.1868744E+03 -.9928461E+03
 0.1301000E-01 0.8929990E+02 0.1002461E+01 0.1178935E+19 -.1129083E+01 0.2937257E+02 -.1313492E-01 0.5393240E+03 0.7075547E+02 -.2793312E+03 0.1869572E+03 -.9910604E+03
 0.1401000E-01 0.8924258E+02 0.1002857E+01 0.1173350E+19 -.1132095E+01 0.2937127E+02 -.1417988E-01 0.5395371E+03 0.7633094E+02 -.3006629E+03 0.1870471E+03 -.9891567E+03
 0.1501000E-01 0.8918527E+02 0.1003284E+01 0.1167368E+19 -.1135318E+01 0.2936985E+02 -.1523247E-01 0.5397668E+03 0.8193703E+02 -.3219621E+03 0.1871440E+03 -.9871397E+03
 0.1601000E-01 0.8912796E+02 0.1003742E+01 0.1160994E+19 -.1138751E+01 0.2936834E+02 -.1629318E-01 0.5400132E+03 0.8757598E+02 -.3432260E+03 0.1872482E+03 -.9850148E+03
 0.1701000E-01 0.8907065E+02 0.1004230E+01 0.1154233E+19 -.1142389E+01 0.2936671E+02 -.1736241E-01 0.5402757E+03 0.9325006E+02 -.3644513E+03 0.1873598E+03 -.9827906E+03
 0.1801000E-01 0.8901334E+02 0.1004750E+01 0.1147087E+19 -.1146228E+01 0.2936497E+02 -.1844059E-01 0.5405555E+03 0.9896153E+02 -.3856353E+03 0.1874788E+03 -.9804731E+03
 0.1901000E-01 0.8895604E+02 0.1005301E+01 0.1139562E+19 -.1150264E+01 0.2936311E+02 -.1952811E-01 0.5408519E+03 0.1047127E+03 -.4067746E+03 0.1876053E+03 -.9780709E+03
 0.2001000E-01 0.8889873E+02 0.1005884E+01 0.1131663E+19 -.1154492E+01 0.2936115E+02 -.2062530E-01 0.5411656E+03 0.1105058E+03 -.4278656E+03 0.1877396E+03 -.9755923E+03
 0.2101000E-01 0.8884143E+02 0.1006500E+01 0.1123396E+19 -.1158906E+01 0.2935905E+02 -.2173248E-01 0.5414970E+03 0.1163432E+03 -.4489047E+03 0.1878818E+03 -.9730471E+03
 0.2201000E-01 0.8878413E+02 0.1007147E+01 0.1114765E+19 -.1163499E+01 0.2935684E+02 -.2284989E-01 0.5418451E+03 0.1222272E+03 -.4698880E+03 0.1880319E+03 -.9704446E+03
 0.2301000E-01 0.8872684E+02 0.1007828E+01 0.1105777E+19 -.1168263E+01 0.2935451E+02 -.2397776E-01 0.5422115E+03 0.1281600E+03 -.4908115E+03 0.1881902E+03 -.9677966E+03
 0.2401000E-01 0.8866954E+02 0.1008542E+01 0.1096438E+19 -.1173192E+01 0.2935204E+02 -.2511623E-01 0.5425956E+03 0.1341440E+03 -.5116713E+03 0.1883568E+03 -.9651134E+03
 0.2501000E-01 0.8861225E+02 0.1009290E+01 0.1086754E+19 -.1178273E+01 0.2934945E+02 -.2626539E-01 0.5429980E+03 0.1401814E+03 -.5324628E+03 0.1885318E+03 -.9624086E+03
 0.2601000E-01 0.8855497E+02 0.1010072E+01 0.1076733E+19 -.1183498E+01 0.2934672E+02 -.2742525E-01 0.5434182E+03 0.1462745E+03 -.5531816E+03 0.1887156E+03 -.9596952E+03
 0.2701000E-01 0.8849768E+02 0.1010888E+01 0.1066382E+19 -.1188854E+01 0.2934385E+02 -.2859573E-01 0.5438577E+03 0.1524256E+03 -.5738224E+03 0.1889081E+03 -.9569877E+03
 0.2801000E-01 0.8844040E+02 0.1011739E+01 0.1055708E+19 -.1194326E+01 0.2934084E+02 -.2977667E-01 0.5443156E+03 0.1586370E+03 -.5943803E+03 0.1891097E+03 -.9543024E+03
